"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"TECH","Bio-Techne Corp","214.61","8127871521.33","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/tech",
"BEAT","BioTelemetry, Inc.","44.38","1500209803.68","n/a","2008","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/beat",
"BTX","BioTime, Inc.","1.24","185557147.64","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/btx",
"BTAI","BioXcel Therapeutics, Inc.","11","172323822","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/btai",
"BLUE","bluebird bio, Inc.","139.74","7702923793.44","n/a","2013","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/blue",
"BPMC","Blueprint Medicines Corporation","99.98","4884416221.34","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bpmc",
"BSX","Boston Scientific Corporation","42.08","58518657452.48","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bsx",
"BCLI","Brainstorm Cell Therapeutics Inc.","4.08","88548684.72","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/bcli",
"BWAY","Brainsway Ltd.","10.44","26100000","2500000","2019","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/bway",
"BBIO","BridgeBio Pharma, Inc.","28.37","3505821813.79","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bbio",
"BMY","Bristol-Myers Squibb Company","45.37","74214727466.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/bmy",
"BKD","Brookdale Senior Living Inc.","7.84","1459728721.92","n/a","2005","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/bkd",
"CLBS","Caladrius Biosciences, Inc.","2.955","30679495.56","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/clbs",
"CALA","Calithera Biosciences, Inc.","4.16","163242272.96","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cala",
"CBM","Cambrex Corporation","43.82","1474806577.3","n/a","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbm",
"CGIX","Cancer Genetics, Inc.","0.1455","8412233.3835","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cgix",
"CANF","Can-Fite Biopharma Ltd","2.95","9805959.3","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/canf",
"CMD","Cantel Medical Corp.","82.03","3426143072.56","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cmd",
"CSU","Capital Senior Living Corporation","5.39","167734034.93","n/a","1997","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/csu",
"CAPR","Capricor Therapeutics, Inc.","4.92","17059898.28","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/capr",
"CARA","Cara Therapeutics, Inc.","23.04","915877002.24","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cara",
"CAH","Cardinal Health, Inc.","45.12","13448459574.72","n/a","n/a","Health Care","Other Pharmaceuticals","https://www.nasdaq.com/symbol/cah",
"CSII","Cardiovascular Systems, Inc.","45.7","1591556517.4","n/a","1981","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/csii",
"CDNA","CareDx, Inc.","32.28","1359630791.64","n/a","2014","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cdna",
"CASI","CASI Pharmaceuticals, Inc.","3.19","305337395.88","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/casi",
"SAVA","Cassava Sciences, Inc.","1.37","23590441","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sava",
"CATB","Catabasis Pharmaceuticals, Inc.","6.82","78421420.44","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/catb",
"CTLT","Catalent, Inc.","57.26","8343650691.46","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctlt",
"CBIO","Catalyst Biosciences, Inc. ","8.04","96320028.12","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbio",
"CPRX","Catalyst Pharmaceuticals, Inc.","4.9","503985859.3","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cprx",
"CATS","Catasys, Inc.","17.4","282134475","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cats",
"CELC","Celcuity Inc.","21.15","215922782.25","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/celc",
"CELG","Celgene Corporation","92.76","65419874559.36","n/a","1987","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celg",
"CELGZ","Celgene Corporation","0.49","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/celgz",
"CLDX","Celldex Therapeutics, Inc.","2.24","30842286.72","n/a","n/a","Health Care","Biotechnology: In Vitro & In Vivo Diagnostic Substances","https://www.nasdaq.com/symbol/cldx",
"APOP","Cellect Biotechnology Ltd.","0.5499","6132837.8358","11152642","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apop",
"APOPW","Cellect Biotechnology Ltd.","0.2009","0","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/apopw",
"CLRB","Cellectar Biosciences, Inc.","2.15","20201477.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrb",
"CLRBW","Cellectar Biosciences, Inc.","0.0304","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbw",
"CLRBZ","Cellectar Biosciences, Inc.","0.033","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clrbz",
"CLLS","Cellectis S.A.","15.4","254535080.8","16528252","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/clls",
"CBMG","Cellular Biomedicine Group, Inc.","13.92","267661109.76","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbmg",
"CVM","Cel-Sci Corporation","7.1","239290249.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cvm",
"CLSN","Celsion Corporation","1.75","35844760","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsn",
"CYAD","Celyad SA","13.61","12007599.43","882263","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyad",
"CNC","Centene Corporation","53.42","22094799239.34","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnc",
"CERC","Cerecor Inc.","4.31","184408345.29","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cerc",
"CERS","Cerus Corporation","5.89","811853710.16","n/a","1997","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cers",
"CSBR","Champions Oncology, Inc.","6.91","80261529.52","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/csbr",
"CRL","Charles River Laboratories International, Inc.","139.93","6822205850.67","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/crl",
"CHEK","Check-Cap Ltd.","2.09","17212842.9","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chek",
"CHEKW","Check-Cap Ltd.","0.08","0","n/a","2015","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekw",
"CHEKZ","Check-Cap Ltd.","0.35","0","n/a","n/a","Health Care","Medical Electronics","https://www.nasdaq.com/symbol/chekz",
"CKPT","Checkpoint Therapeutics, Inc.","2.63","95112805.95","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ckpt",
"CEMI","Chembio Diagnostics, Inc.","6.1","104715399.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cemi",
"CHE","Chemed Corp.","386.01","6153076988.01","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/che",
"CCXI","ChemoCentryx, Inc.","7.74","449291218.14","n/a","2012","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ccxi",
"CHFS","CHF Solutions, Inc.","2.75","6237880","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/chfs",
"CHMA","Chiasma, Inc.","5.46","173503659.42","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/chma",
"CMRX","Chimerix, Inc.","3.5","178754793","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cmrx",
"CBPO","China Biologic Products Holdings, Inc.","96","3740506464","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cbpo",
"CJJD","China Jo-Jo Drugstores, Inc.","1.09","35901096.74","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cjjd",
"CPHI","China Pharma Holdings, Inc.","0.2998","13065151.1886","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cphi",
"SXTC","China SXT Pharmaceuticals, Inc.","2.6","69437422.6","n/a","2019","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sxtc",
"CDTX","Cidara Therapeutics, Inc.","1.6","42626961.6","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cdtx",
"CI","Cigna Corporation","167.3","63483264845","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/ci",
"CTXR","Citius Pharmaceuticals, Inc.","1.18","26049421.58","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxr",
"CTXRW","Citius Pharmaceuticals, Inc.","0.13","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctxrw",
"CLSD","Clearside Biomedical, Inc.","1.13","42482972.63","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clsd",
"CBLI","Cleveland BioLabs, Inc.","1.46","16495428.94","n/a","2006","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/cbli",
"CLVS","Clovis Oncology, Inc.","10.79","587913683.37","n/a","2011","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/clvs",
"COCP","Cocrystal Pharma, Inc.","2.08","65770943.68","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cocp",
"CODX","Co-Diagnostics, Inc.","1.33","22630968.78","n/a","2017","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/codx",
"CWBR","CohBar, Inc.","1.45","57936413.15","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cwbr",
"CHRS","Coherus BioSciences, Inc.","16.69","1157792927.33","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/chrs",
"COLL","Collegium Pharmaceutical, Inc.","10.64","355234190.08","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/coll",
"CYH","Community Health Systems, Inc.","2.15","253835329.6","n/a","2000","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/cyh",
"CGEN","Compugen Ltd.","3.41","204266406.52","n/a","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cgen",
"CNAT","Conatus Pharmaceuticals Inc.","0.3133","10390632.7226","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnat",
"CNCE","Concert Pharmaceuticals, Inc.","10.41","247719358.08","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnce",
"CCM","Concord Medical Services Holdings Limited","2.7","117160538.4","n/a","2009","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/ccm",
"CFMS","ConforMIS, Inc.","2.78","190816372.74","n/a","2015","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/cfms",
"CNMD","CONMED Corporation","86.7","2447651109","n/a","1987","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cnmd",
"CNAC","Constellation Alpha Capital Corp.","10.4","55562332.8","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnac",
"CNACR","Constellation Alpha Capital Corp.","0.21","0","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacr",
"CNACU","Constellation Alpha Capital Corp.","10.001","185318530","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacu",
"CNACW","Constellation Alpha Capital Corp.","0.055","0","n/a","2017","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/cnacw",
"CNST","Constellation Pharmaceuticals, Inc.","9.92","256007711.68","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cnst",
"CFRX","ContraFect Corporation","0.4454","35369016.2424","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cfrx",
"CRBP","Corbus Pharmaceuticals Holdings, Inc.","6.09","392532295.89","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crbp",
"CORT","Corcept Therapeutics Incorporated","11.3","1297903400.4","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cort",
"CVRS","Corindus Vascular Robotics, Inc.","2.74","566358460.32","n/a","2015","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cvrs",
"CRMD","CorMedix Inc.","8.9","211946905.1","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crmd",
"CORV","Correvio Pharma Corp.","1.9","77936101.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/corv",
"CRTX","Cortexyme, Inc.","35.11","942392741.39","n/a","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crtx",
"CRVS","Corvus Pharmaceuticals, Inc.","4.34","127278746","n/a","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crvs",
"CVET","Covetrus, Inc.","23.48","2622699352.68","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvet",
"CRHM","CRH Medical Corporation","2.72","196056125.76","n/a","2015","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/crhm",
"CRNX","Crinetics Pharmaceuticals, Inc.","22.03","531764039.31","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/crnx",
"CRSP","CRISPR Therapeutics AG","51.92","2846195990","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/crsp",
"CRY","CryoLife, Inc.","30.25","1129406044.25","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/cry",
"CTIC","CTI BioPharma Corp.","0.7399","42898458.6275","n/a","1997","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctic",
"CUE","Cue Biopharma, Inc.","7.4","153796020.4","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cue",
"CPIX","Cumberland Pharmaceuticals Inc.","5.75","89338497.5","n/a","2009","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cpix",
"CRIS","Curis, Inc.","2.34","77572825.2","n/a","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/cris",
"CUTR","Cutera, Inc.","25.55","358644634.6","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/cutr",
"CVS","CVS Health Corporation","55.54","72151575234","n/a","n/a","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/cvs",
"CYCC","Cyclacel Pharmaceuticals, Inc.","0.54","9287985.96","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycc",
"CYCCP","Cyclacel Pharmaceuticals, Inc.","5.0578","1695743.7794","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cyccp",
"CYCN","Cyclerion Therapeutics, Inc.","9.77","267714218.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cycn",
"CBAY","CymaBay Therapeutics Inc.","6.38","438280754.34","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cbay",
"CYTK","Cytokinetics, Incorporated","12.14","700736412.04","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/cytk",
"CTMX","CytomX Therapeutics, Inc.","10.18","461270703.52","n/a","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ctmx",
"CTSO","Cytosorbents Corporation","7.02","226388288.88","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/ctso",
"DARE","Dare Bioscience, Inc.","0.8","13346728.8","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dare",
"DRIO","DarioHealth Corp.","0.4947","18800601.0615","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/drio",
"DRIOW","DarioHealth Corp.","0.017","0","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/driow",
"DVA","DaVita Inc.","59.4","9511319030.4","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dva",
"DXR","Daxor Corporation","8.24","30874109.92","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxr",
"DBVT","DBV Technologies S.A.","9.73","254761991.12","26183144","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dbvt",
"DCPH","Deciphera Pharmaceuticals, Inc.","21.48","820300836.96","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dcph",
"DMPI","DelMar Pharmaceuticals, Inc.","1.66","6353249.94","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmpi",
"DNLI","Denali Therapeutics Inc.","21.18","2022232321.38","n/a","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/dnli",
"XRAY","DENTSPLY SIRONA Inc.","56.02","13107419325.92","n/a","1987","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/xray",
"DERM","Dermira, Inc.","8.51","456712280.18","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/derm",
"DXCM","DexCom, Inc.","153.77","14000820776.85","n/a","2005","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dxcm",
"DMAC","DiaMedica Therapeutics Inc.","3.6","43044746.4","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dmac",
"DRNA","Dicerna Pharmaceuticals, Inc.","14.5","990697695.5","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drna",
"DFFN","Diffusion Pharmaceuticals Inc.","2.18","10238162.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dffn",
"DRAD","Digirad Corporation","5.47","11172436.71","n/a","2004","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/drad",
"DPLO","Diplomat Pharmacy, Inc.","5.19","387764082.24","n/a","2014","Health Care","Medical/Nursing Services","https://www.nasdaq.com/symbol/dplo",
"DVCR","Diversicare Healthcare Services Inc.","3.31","22118280.6","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/dvcr",
"DOVA","Dova Pharmaceuticals, Inc.","15.53","438454296.9","n/a","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dova",
"RDY","Dr. Reddy&#39;s Laboratories Ltd","39","6469938696","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdy",
"DRRX","DURECT Corporation","0.975","158300932.725","n/a","2000","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/drrx",
"DYNT","Dynatronics Corporation","1.6","13468468.8","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/dynt",
"DVAX","Dynavax Technologies Corporation","2.8","182187443.2","n/a","2004","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/dvax",
"EGRX","Eagle Pharmaceuticals, Inc.","55.5","760350000","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/egrx",
"EDAP","EDAP TMS S.A.","3.1","90961111.4","29342294","1997","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/edap",
"EDSA","Edesa Biotech, Inc.","4.93","35191488.69","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/edsa",
"EDIT","Editas Medicine, Inc.","26.18","1288657773.48","n/a","2016","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/edit",
"EW","Edwards Lifesciences Corporation","212.85","44236530998.55","n/a","n/a","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/ew",
"EIDX","Eidos Therapeutics, Inc.","33.46","1232249789.54","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eidx",
"EIGR","Eiger BioPharmaceuticals, Inc.","11.19","273432607.17","n/a","2014","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eigr",
"ELAN","Elanco Animal Health Incorporated","33.16","12126854465.92","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/elan",
"ECOR","electroCore, Inc.","1.4","41480310.2","n/a","2018","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ecor",
"ELMD","Electromed, Inc.","5.37","45152844.87","n/a","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/elmd",
"LLY","Eli Lilly and Company","108.27","105111858078.36","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/lly",
"ELOX","Eloxx Pharmaceuticals, Inc.","8.02","319667223.12","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/elox",
"EBS","Emergent Biosolutions, Inc.","44.41","2282674000","n/a","2006","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ebs",
"EMMA","Emmaus Life Sciences, Inc.","5.73","12129728.13","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/emma",
"EMMAW","Emmaus Life Sciences, Inc.","0.28","0","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/emmaw",
"ENTA","Enanta Pharmaceuticals, Inc.","77.87","1531681563.62","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enta",
"EHC","Encompass Health Corporation","67.53","6675515335.17","n/a","n/a","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/ehc",
"ENDP","Endo International plc","3.04","678234366.4","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/endp",
"ELGX","Endologix, Inc.","6.67","115733517.84","n/a","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/elgx",
"NDRA","ENDRA Life Sciences Inc.","1.54","11430868.68","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ndra",
"NDRAW","ENDRA Life Sciences Inc.","0.64","0","n/a","2017","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/ndraw",
"ENLV","Enlivex Therapeutics Ltd.","21.07","213095806.49","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enlv",
"ENOB","Enochian Biosciences, Inc.","4.89","189679725.9","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/enob",
"ETTX","Entasis Therapeutics Holdings Inc.","6.4","84044825.6","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ettx",
"ENTX","Entera Bio Ltd.","3.75","42974175","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entx",
"ENTXW","Entera Bio Ltd.","0.8993","0","n/a","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/entxw",
"ENZ","Enzo Biochem, Inc.","3.93","186898251.51","n/a","n/a","Health Care","Medical Specialities","https://www.nasdaq.com/symbol/enz",
"EPZM","Epizyme, Inc.","13.41","1218072420.81","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epzm",
"EQ","Equillium, Inc.","4.56","79235636.16","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eq",
"ERYP","Erytech Pharma S.A.","5.96","11387170.04","1910599","2017","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/eryp",
"ESPR","Esperion Therapeutics, Inc.","41.77","1124342137.12","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/espr",
"EPIX","ESSA Pharma Inc.","2.65","21103614.2","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/epix",
"ESTA","Establishment Labs Holdings Inc.","24.63","502679162.49","n/a","2018","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/esta",
"ETON","Eton Pharmaceuticals, Inc.","6.26","110350829.28","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eton",
"EVLO","Evelo Biosciences, Inc.","6.9","221100681.3","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evlo",
"EVFM","Evofem Biosciences, Inc.","4.99","231565959.96","n/a","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evfm",
"EVOK","Evoke Pharma, Inc.","0.9844","22898768.26","n/a","2013","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/evok",
"EOLS","Evolus, Inc.","17.65","483133520.6","n/a","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eols",
"EXAS","Exact Sciences Corporation","117.92","15228044937.6","n/a","2001","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/exas",
"EXEL","Exelixis, Inc.","20.8","6276761004.8","n/a","2000","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/exel",
"EYEG","Eyegate Pharmaceuticals, Inc.","0.2135","9730419.8495","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eyeg",
"EYEGW","Eyegate Pharmaceuticals, Inc.","0.0499","0","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/eyegw",
